name,yellow,second_yellow,red,goals,assists,g/a,position,actual_team,actual_league,value,player_league,player_team,player_nationality,appearances,age
Jonas Wind,1.0,0.0,0.0,6.0,0.0,6.0,Delantero centro,VfL Wolfsburgo,Bundesliga,25.0,Bundesliga,VfL Wolfsburgo,Dinamarca,24.0,24.0
Alexander Sørloth,1.0,0.0,0.0,12.0,3.0,15.0,Delantero centro,Villarreal CF,LaLiga,14.0,Bundesliga,RB Leipzig,Noruega,1.0,27.0
Alexander Sørloth,4.0,0.0,0.0,12.0,3.0,15.0,Delantero centro,Villarreal CF,LaLiga,14.0,LaLiga,Real Sociedad,Noruega,34.0,27.0
Makoto Hasebe,1.0,0.0,0.0,,,,Defensa central,,,,Bundesliga,Eintracht Fráncfort​​,Japón,18.0,
Sasa Kalajdzic,1.0,0.0,0.0,0.0,3.0,3.0,Delantero centro,,,,Bundesliga,VfB Stuttgart,Austria,3.0,25.0
Philipp Max,1.0,0.0,0.0,,,,Lateral izquierdo,,,,Bundesliga,Eintracht Fráncfort​​,Alemania,10.0,
Maxence Lacroix,1.0,0.0,0.0,1.0,0.0,1.0,Defensa central,VfL Wolfsburgo,Bundesliga,20.0,Bundesliga,VfL Wolfsburgo,Francia,24.0,23.0
Marvin Schwäbe,1.0,0.0,0.0,,,,Portero,,,,Bundesliga,FC Colonia,Alemania,34.0,
Alexander Schwolow,1.0,0.0,0.0,,,,Portero,,,,Bundesliga,FC Schalke 04,Alemania,23.0,
Soichiro Kozuki,1.0,0.0,0.0,1.0,0.0,1.0,Extremo derecho,,,,Bundesliga,FC Schalke 04,Japón,5.0,22.0
Marlon Mustapha,1.0,0.0,0.0,,,,Delantero centro,,,,Bundesliga,1.FSV Mainz 05,Austria,6.0,
Luca Pellegrini,1.0,0.0,0.0,,,,Lateral izquierdo,,,,Bundesliga,Eintracht Fráncfort​​,Italia,9.0,
Luca Pellegrini,3.0,0.0,0.0,,,,Lateral izquierdo,,,,Serie A,SS Lazio,Italia,7.0,
Christopher Lenz,1.0,0.0,0.0,0.0,2.0,2.0,Lateral izquierdo,,,,Bundesliga,Eintracht Fráncfort​​,Alemania,24.0,28.0
Lilian Egloff,1.0,0.0,0.0,,,,Mediocentro ofensivo,,,,Bundesliga,VfB Stuttgart,Alemania,10.0,
Janik Haberer,1.0,0.0,0.0,5.0,1.0,6.0,Mediocentro,,,,Bundesliga,1.FC Unión Berlín,Alemania,32.0,29.0
Kenneth Schmidt,1.0,0.0,0.0,,,,Defensa central,,,,Bundesliga,SC Friburgo,Alemania,5.0,
Youri Tielemans,4.0,0.0,0.0,3.0,2.0,5.0,Mediocentro,,,,Premier League,Leicester City,Bélgica,31.0,26.0
Ryan Sessegnon,4.0,0.0,0.0,2.0,0.0,2.0,Interior izquierdo,,,,Premier League,Tottenham Hotspur,Inglaterra,17.0,22.0
Mikkel Damsgaard,4.0,0.0,0.0,,,,Extremo izquierdo,,,,Premier League,Brentford FC,Dinamarca,26.0,
Rasmus Kristensen,4.0,0.0,0.0,3.0,1.0,4.0,Lateral derecho,,,,Premier League,Leeds United,Dinamarca,26.0,25.0
Matty Cash,4.0,0.0,0.0,,,,Lateral derecho,,,,Premier League,Aston Villa,Polonia,26.0,
Felipe,4.0,0.0,0.0,0.0,1.0,1.0,Defensa central,,,,Premier League,Nottingham Forest,Brasil,16.0,34.0
Crysencio Summerville,4.0,0.0,0.0,4.0,2.0,6.0,Extremo derecho,,,,Premier League,Leeds United,Países Bajos,28.0,21.0
Jamaal Lascelles,4.0,0.0,0.0,,,,Defensa central,,,,Premier League,Newcastle United,Inglaterra,7.0,
Lewis Cook,4.0,0.0,0.0,0.0,2.0,2.0,Mediocentro,,,,Premier League,AFC Bournemouth,Inglaterra,28.0,26.0
Rayan Aït-Nouri,4.0,0.0,0.0,1.0,0.0,1.0,Lateral izquierdo,,,,Premier League,Wolverhampton Wanderers,Argelia,21.0,21.0
Romain Perraud,4.0,0.0,0.0,2.0,2.0,4.0,Lateral izquierdo,,,,Premier League,Southampton FC,Francia,29.0,25.0
Tosin Adarabioyo,4.0,0.0,0.0,1.0,0.0,1.0,Defensa central,,,,Premier League,Fulham FC,Inglaterra,25.0,25.0
Martin Ødegaard,4.0,0.0,0.0,15.0,8.0,23.0,Mediocentro ofensivo,Arsenal FC,Premier League,90.0,Premier League,Arsenal FC,Noruega,37.0,24.0
Kyle Walker-Peters,4.0,0.0,0.0,,,,Lateral derecho,,,,Premier League,Southampton FC,Inglaterra,31.0,
Neto,4.0,0.0,0.0,,,,Portero,,,,Premier League,AFC Bournemouth,Brasil,27.0,
Raheem Sterling,4.0,0.0,0.0,6.0,3.0,9.0,Extremo izquierdo,Chelsea FC,Premier League,45.0,Premier League,Chelsea FC,Inglaterra,28.0,28.0
Reece James,4.0,0.0,0.0,1.0,1.0,2.0,Lateral derecho,Chelsea FC,Premier League,50.0,Premier League,Chelsea FC,Inglaterra,16.0,23.0
Thilo Kehrer,4.0,0.0,0.0,0.0,2.0,2.0,Defensa central,,,,Premier League,West Ham United,Alemania,27.0,26.0
Wilfred Ndidi,4.0,0.0,0.0,,,,Pivote,,,,Premier League,Leicester City,Nigeria,27.0,
Granit Xhaka,4.0,0.0,0.0,7.0,7.0,14.0,Pivote,Bayer 04 Leverkusen,Bundesliga,20.0,Premier League,Arsenal FC,Suiza,37.0,30.0
Remo Freuler,4.0,0.0,0.0,,,,Mediocentro,,,,Premier League,Nottingham Forest,Suiza,28.0,
Ben Davies,4.0,0.0,0.0,2.0,2.0,4.0,Defensa central,,,,Premier League,Tottenham Hotspur,Gales,31.0,30.0
Will Hughes,4.0,0.0,0.0,1.0,1.0,2.0,Mediocentro,,,,Premier League,Crystal Palace,Inglaterra,27.0,28.0
Kike Pérez,9.0,0.0,0.0,1.0,2.0,3.0,Mediocentro,,,,LaLiga,Real Valladolid CF,España,36.0,26.0
Óscar Trejo,9.0,0.0,0.0,3.0,4.0,7.0,Mediocentro ofensivo,,,,LaLiga,Rayo Vallecano,Argentina,34.0,35.0
Omar Alderete,9.0,0.0,0.0,1.0,1.0,2.0,Defensa central,,,,LaLiga,Getafe CF,Paraguay,25.0,26.0
Renato Tapia,6.0,1.0,0.0,,,,Pivote,,,,LaLiga,RC Celta de Vigo,Perú,28.0,
Sergio Busquets,6.0,1.0,0.0,0.0,4.0,4.0,Pivote,,,,LaLiga,FC Barcelona,España,30.0,34.0
Daniel Carvajal,6.0,1.0,0.0,0.0,2.0,2.0,Lateral derecho,,,,LaLiga,Real Madrid CF,España,27.0,31.0
Luis Hernández,6.0,1.0,0.0,,,,Defensa central,,,,LaLiga,Cádiz CF,España,35.0,
Luis Suárez,4.0,0.0,1.0,4.0,5.0,9.0,Delantero centro,,,,LaLiga,UD Almería,Colombia,21.0,25.0
Mario Hermoso,3.0,2.0,0.0,3.0,2.0,5.0,Defensa central,Atlético de Madrid,LaLiga,25.0,LaLiga,Atlético de Madrid,España,26.0,27.0
Aitor Ruibal,4.0,0.0,1.0,,,,Extremo derecho,,,,LaLiga,Real Betis Balompié,España,26.0,
Ander Herrera,4.0,0.0,1.0,0.0,1.0,1.0,Mediocentro,,,,LaLiga,Athletic Club,España,17.0,33.0
Saúl Ñíguez,8.0,0.0,0.0,3.0,1.0,4.0,Mediocentro,,,,LaLiga,Atlético de Madrid,España,31.0,28.0
Cristhian Stuani,8.0,0.0,0.0,9.0,0.0,9.0,Delantero centro,,,,LaLiga,Girona FC,Uruguay,32.0,36.0
Raphinha,8.0,0.0,0.0,7.0,7.0,14.0,Extremo derecho,FC Barcelona,LaLiga,50.0,LaLiga,FC Barcelona,Brasil,36.0,26.0
Martin Valjent,8.0,0.0,0.0,,,,Defensa central,,,,LaLiga,RCD Mallorca,Eslovaquia,30.0,
Unai Núñez,8.0,0.0,0.0,0.0,1.0,1.0,Defensa central,,,,LaLiga,RC Celta de Vigo,España,36.0,26.0
Guido Rodríguez,8.0,0.0,0.0,1.0,0.0,1.0,Pivote,Real Betis Balompié,LaLiga,24.0,LaLiga,Real Betis Balompié,Argentina,34.0,29.0
Dani Ceballos,8.0,0.0,0.0,0.0,4.0,4.0,Mediocentro,,,,LaLiga,Real Madrid CF,España,30.0,26.0
Nemanja Gudelj,8.0,0.0,0.0,3.0,1.0,4.0,Defensa central,,,,LaLiga,Sevilla FC,Serbia,34.0,31.0
Dani Rodríguez,8.0,0.0,0.0,3.0,7.0,10.0,Mediocentro ofensivo,,,,LaLiga,RCD Mallorca,España,35.0,34.0
Joan Jordán,8.0,0.0,0.0,0.0,1.0,1.0,Mediocentro,,,,LaLiga,Sevilla FC,España,23.0,28.0
Jordi Alba,5.0,1.0,0.0,2.0,3.0,5.0,Lateral izquierdo,,,,LaLiga,FC Barcelona,España,24.0,34.0
Santiago Bueno,5.0,1.0,0.0,,,,Defensa central,,,,LaLiga,Girona FC,Uruguay,34.0,
Mouctar Diakhaby,5.0,1.0,0.0,3.0,0.0,3.0,Defensa central,,,,LaLiga,Valencia CF,Guinea,29.0,26.0
Portu,5.0,1.0,0.0,0.0,3.0,3.0,Extremo derecho,,,,LaLiga,Getafe CF,España,34.0,31.0
Ivan Rakitic,3.0,0.0,1.0,,,,Mediocentro,,,,LaLiga,Sevilla FC,Croacia,31.0,
Fernando,3.0,0.0,1.0,0.0,1.0,1.0,Pivote,,,,LaLiga,Sevilla FC,Brasil,22.0,35.0
Edu Expósito,3.0,0.0,1.0,2.0,2.0,4.0,Mediocentro,,,,LaLiga,RCD Espanyol,España,28.0,26.0
John Donald,3.0,0.0,1.0,,,,Defensa central,,,,LaLiga,Elche CF,España,14.0,
Pere Milla,7.0,0.0,0.0,6.0,1.0,7.0,Extremo izquierdo,,,,LaLiga,Elche CF,España,31.0,30.0
Alfonso Espino,7.0,0.0,0.0,0.0,4.0,4.0,Lateral izquierdo,,,,LaLiga,Cádiz CF,Uruguay,36.0,31.0
Léo Baptistão,7.0,0.0,0.0,5.0,2.0,7.0,Delantero centro,,,,LaLiga,UD Almería,Brasil,28.0,30.0
Clément Grenier,7.0,0.0,0.0,,,,Mediocentro,,,,LaLiga,RCD Mallorca,Francia,21.0,
Samu Castillejo,7.0,0.0,0.0,4.0,0.0,4.0,Extremo derecho,,,,LaLiga,Valencia CF,España,25.0,28.0
Helibelton Palacios,7.0,0.0,0.0,,,,Lateral derecho,,,,LaLiga,Elche CF,Colombia,24.0,
Luka Modric,7.0,0.0,0.0,4.0,3.0,7.0,Mediocentro,,,,LaLiga,Real Madrid CF,Croacia,33.0,37.0
Óscar de Marcos,7.0,0.0,0.0,1.0,5.0,6.0,Lateral derecho,,,,LaLiga,Athletic Club,España,37.0,34.0
Alberto Moreno,7.0,0.0,0.0,0.0,1.0,1.0,Lateral izquierdo,,,,LaLiga,Villarreal CF,España,24.0,30.0
Andrés Guardado,7.0,0.0,0.0,,,,Mediocentro,,,,LaLiga,Real Betis Balompié,México,26.0,
Álvaro García,7.0,0.0,0.0,5.0,5.0,10.0,Extremo izquierdo,,,,LaLiga,Rayo Vallecano,España,35.0,30.0
Lucas Robertone,7.0,0.0,0.0,2.0,7.0,9.0,Mediocentro,,,,LaLiga,UD Almería,Argentina,37.0,26.0
Juan Cruz,7.0,0.0,0.0,1.0,0.0,1.0,Lateral izquierdo,,,,LaLiga,CA Osasuna,España,27.0,23.0
Lucas Ocampos,7.0,0.0,0.0,,,,Extremo izquierdo,Sevilla FC,LaLiga,12.0,LaLiga,Sevilla FC,Argentina,19.0,29.0
Nacho Fernández,7.0,0.0,0.0,1.0,1.0,2.0,Defensa central,,,,LaLiga,Real Madrid CF,España,27.0,33.0
Damián Suárez,7.0,0.0,0.0,,,,Lateral derecho,,,,LaLiga,Getafe CF,Uruguay,28.0,
Yéremy Pino,7.0,0.0,0.0,4.0,6.0,10.0,Extremo derecho,Villarreal CF,LaLiga,30.0,LaLiga,Villarreal CF,España,36.0,20.0
Juan Iglesias,7.0,0.0,0.0,1.0,0.0,1.0,Lateral derecho,,,,LaLiga,Getafe CF,España,32.0,24.0
Brian Oliván,7.0,0.0,0.0,1.0,7.0,8.0,Lateral izquierdo,,,,LaLiga,RCD Espanyol,España,30.0,29.0
Fábio,1.0,0.0,1.0,,,,Lateral derecho,,,,Ligue 1,FC Nantes,Brasil,6.0,
Halid Šabanović,1.0,0.0,1.0,,,,Lateral derecho,,,,Ligue 1,Angers SCO,Bosnia y Herzegovina,15.0,
Stephy Mavididi,1.0,0.0,1.0,4.0,2.0,6.0,Extremo izquierdo,,,,Ligue 1,Montpellier HSC,Inglaterra,26.0,25.0
Valère Germain,1.0,0.0,1.0,2.0,1.0,3.0,Delantero centro,,,,Ligue 1,Montpellier HSC,Francia,31.0,33.0
Kévin Gameiro,1.0,0.0,1.0,10.0,1.0,11.0,Delantero centro,,,,Ligue 1,Racing Club de Estrasburgo,Francia,34.0,36.0
Papa Ndiaga Yade,1.0,0.0,1.0,0.0,2.0,2.0,Extremo izquierdo,,,,Ligue 1,ESTAC Troyes,Senegal,14.0,23.0
Khalil Fayad,1.0,0.0,1.0,0.0,2.0,2.0,Mediocentro,,,,Ligue 1,Montpellier HSC,Francia,24.0,18.0
Jonas Omlin,1.0,0.0,1.0,,,,Portero,,,,Ligue 1,Montpellier HSC,Suiza,14.0,
Stijn Spierings,5.0,0.0,0.0,2.0,1.0,3.0,Pivote,,,,Ligue 1,Toulouse FC,Países Bajos,36.0,27.0
Nicolás Tagliafico,5.0,0.0,0.0,1.0,3.0,4.0,Lateral izquierdo,,,,Ligue 1,Olympique de Lyon,Argentina,34.0,30.0
Lucien Agoumé,5.0,0.0,0.0,0.0,1.0,1.0,Pivote,,,,Ligue 1,ESTAC Troyes,Francia,15.0,21.0
Erik Palmer-Brown,5.0,0.0,0.0,,,,Defensa central,,,,Ligue 1,ESTAC Troyes,Estados Unidos,38.0,
Hamari Traoré,5.0,0.0,0.0,1.0,4.0,5.0,Lateral derecho,,,,Ligue 1,Stade Rennais FC,Malí,31.0,31.0
Désiré Doué,5.0,0.0,0.0,3.0,1.0,4.0,Mediocentro ofensivo,Stade Rennais FC,Ligue 1,15.0,Ligue 1,Stade Rennais FC,Francia,26.0,18.0
Brecht Dejaegere,5.0,0.0,0.0,4.0,1.0,5.0,Mediocentro,,,,Ligue 1,Toulouse FC,Bélgica,30.0,31.0
Aleksandr Golovin,5.0,0.0,0.0,8.0,7.0,15.0,Mediocentro ofensivo,AS Mónaco,Ligue 1,30.0,Ligue 1,AS Mónaco,Rusia,34.0,26.0
Bamo Meïté,5.0,0.0,0.0,,,,Defensa central,,,,Ligue 1,FC Lorient,Costa de Marfil,17.0,
Lilian Brassier,5.0,0.0,0.0,,,,Defensa central,,,,Ligue 1,Stade Brestois 29,Francia,36.0,
Folarin Balogun,5.0,0.0,0.0,21.0,3.0,24.0,Delantero centro,AS Mónaco,Ligue 1,30.0,Ligue 1,Stade de Reims,Estados Unidos,37.0,21.0
Gideon Mensah,5.0,0.0,0.0,,,,Lateral izquierdo,,,,Ligue 1,AJ Auxerre,Ghana,26.0,
Bonke Innocent,5.0,0.0,0.0,0.0,1.0,1.0,Pivote,,,,Ligue 1,FC Lorient,Nigeria,25.0,27.0
Ismaël Doukouré,5.0,0.0,0.0,1.0,1.0,2.0,Defensa central,Racing Club de Estrasburgo,Ligue 1,12.0,Ligue 1,Racing Club de Estrasburgo,Francia,28.0,19.0
Jean-Ricner Bellegarde,5.0,0.0,0.0,2.0,9.0,11.0,Mediocentro,,,,Ligue 1,Racing Club de Estrasburgo,Francia,30.0,24.0
Massadio Haidara,5.0,0.0,0.0,0.0,2.0,2.0,Lateral izquierdo,,,,Ligue 1,RC Lens,Malí,36.0,30.0
Christopher Jullien,5.0,0.0,0.0,0.0,2.0,2.0,Defensa central,,,,Ligue 1,Montpellier HSC,Francia,30.0,30.0
Enzo Le Fée,5.0,0.0,0.0,5.0,5.0,10.0,Mediocentro ofensivo,Stade Rennais FC,Ligue 1,20.0,Ligue 1,FC Lorient,Francia,35.0,23.0
Hicham Boudaoui,5.0,0.0,0.0,1.0,2.0,3.0,Mediocentro,,,,Ligue 1,OGC Niza,Argelia,27.0,23.0
Kiki Kouyaté,5.0,0.0,0.0,,,,Defensa central,,,,Ligue 1,Montpellier HSC,Malí,15.0,
João Victor,5.0,0.0,0.0,0.0,1.0,1.0,Defensa central,,,,Ligue 1,FC Nantes,Brasil,13.0,24.0
Islam Slimani,5.0,0.0,0.0,1.0,1.0,2.0,Delantero centro,,,,Ligue 1,Stade Brestois 29,Argelia,16.0,34.0
Vanderson,2.0,1.0,0.0,1.0,4.0,5.0,Lateral derecho,AS Mónaco,Ligue 1,20.0,Ligue 1,AS Mónaco,Brasil,31.0,21.0
Anthony Rouault,2.0,1.0,0.0,2.0,1.0,3.0,Defensa central,,,,Ligue 1,Toulouse FC,Francia,37.0,22.0
Dango Ouattara,2.0,1.0,0.0,1.0,3.0,4.0,Extremo derecho,,,,Ligue 1,FC Lorient,Burkina Faso,18.0,21.0
Dango Ouattara,1.0,0.0,0.0,1.0,3.0,4.0,Extremo derecho,,,,Premier League,AFC Bournemouth,Burkina Faso,19.0,21.0
Habib Diallo,2.0,1.0,0.0,20.0,1.0,21.0,Delantero centro,,,,Ligue 1,Racing Club de Estrasburgo,Senegal,37.0,27.0
Nicolas Pallois,2.0,1.0,0.0,,,,Defensa central,,,,Ligue 1,FC Nantes,Francia,26.0,
Sofiane Boufal,2.0,1.0,0.0,4.0,3.0,7.0,Extremo izquierdo,,,,Ligue 1,Angers SCO,Marruecos,13.0,29.0
Abdoul Kader Bamba,0.0,0.0,1.0,,,,Extremo derecho,,,,Ligue 1,FC Nantes,Francia,4.0,
Joris Chotard,4.0,0.0,0.0,0.0,6.0,6.0,Pivote,Montpellier HSC,Ligue 1,10.0,Ligue 1,Montpellier HSC,Francia,35.0,21.0
Mahdi Camara,4.0,0.0,0.0,2.0,1.0,3.0,Mediocentro,,,,Ligue 1,Stade Brestois 29,Francia,31.0,24.0
Zakaria Aboukhlal,4.0,0.0,0.0,10.0,5.0,15.0,Extremo derecho,Toulouse FC,Ligue 1,10.0,Ligue 1,Toulouse FC,Marruecos,37.0,23.0
Habib Diarra,4.0,0.0,0.0,3.0,3.0,6.0,Mediocentro ofensivo,Racing Club de Estrasburgo,Ligue 1,18.0,Ligue 1,Racing Club de Estrasburgo,Francia,29.0,19.0
Jordan Veretout,4.0,0.0,0.0,4.0,3.0,7.0,Mediocentro,Olympique de Marsella,Ligue 1,15.0,Ligue 1,Olympique de Marsella,Francia,38.0,30.0
Przemyslaw Frankowski,4.0,0.0,0.0,5.0,3.0,8.0,Interior derecho,,,,Ligue 1,RC Lens,Polonia,37.0,28.0
Kenny Lala,4.0,0.0,0.0,,,,Lateral derecho,,,,Ligue 1,Stade Brestois 29,Francia,17.0,
Florent Ogier,4.0,0.0,0.0,0.0,1.0,1.0,Defensa central,,,,Ligue 1,Clermont Foot 63,Francia,26.0,34.0
Johann Lepenant,4.0,0.0,0.0,,,,Pivote,,,,Ligue 1,Olympique de Lyon,Francia,31.0,
Komnen Andric,4.0,0.0,0.0,4.0,3.0,7.0,Delantero centro,,,,Ligue 1,Clermont Foot 63,Serbia,34.0,27.0
Alexsandro,4.0,0.0,0.0,3.0,0.0,3.0,Defensa central,,,,Ligue 1,LOSC Lille,Brasil,21.0,23.0
Azor Matusiwa,4.0,0.0,0.0,,,,Pivote,,,,Ligue 1,Stade de Reims,Países Bajos,30.0,
Florian Sotoca,4.0,0.0,0.0,7.0,10.0,17.0,Delantero centro,,,,Ligue 1,RC Lens,Francia,38.0,32.0
Wissam Ben Yedder,4.0,0.0,0.0,19.0,6.0,25.0,Delantero centro,AS Mónaco,Ligue 1,10.0,Ligue 1,AS Mónaco,Francia,32.0,32.0
Thijs Dallinga,4.0,0.0,0.0,12.0,1.0,13.0,Delantero centro,Toulouse FC,Ligue 1,15.0,Ligue 1,Toulouse FC,Países Bajos,36.0,22.0
Dimitri Liénard,4.0,0.0,0.0,,,,Interior izquierdo,,,,Ligue 1,Racing Club de Estrasburgo,Francia,28.0,
Marquinhos,4.0,0.0,0.0,2.0,1.0,3.0,Defensa central,París Saint-Germain FC,Ligue 1,60.0,Ligue 1,París Saint-Germain FC,Brasil,33.0,29.0
Renaud Ripart,4.0,0.0,0.0,4.0,1.0,5.0,Extremo derecho,,,,Ligue 1,ESTAC Troyes,Francia,26.0,30.0
Jordan Lotomba,4.0,0.0,0.0,0.0,2.0,2.0,Lateral derecho,,,,Ligue 1,OGC Niza,Suiza,33.0,24.0
Youssouf Koné,4.0,0.0,0.0,,,,Lateral izquierdo,,,,Ligue 1,AC Ajaccio,Malí,13.0,
Fabien Centonze,4.0,0.0,0.0,,,,Lateral derecho,,,,Ligue 1,FC Nantes,Francia,23.0,
Miha Blazic,4.0,0.0,0.0,2.0,0.0,2.0,Defensa central,,,,Ligue 1,Angers SCO,Eslovenia,24.0,30.0
Maxime Busi,4.0,0.0,0.0,0.0,1.0,1.0,Lateral derecho,,,,Ligue 1,Stade de Reims,Bélgica,21.0,23.0
Ibrahima Niane,4.0,0.0,0.0,2.0,0.0,2.0,Delantero centro,,,,Ligue 1,Angers SCO,Senegal,16.0,24.0
Saîf-Eddine Khaoui,4.0,0.0,0.0,7.0,4.0,11.0,Mediocentro ofensivo,,,,Ligue 1,Clermont Foot 63,Túnez,34.0,28.0
Ruslan Malinovskyi,4.0,0.0,0.0,1.0,2.0,3.0,Mediocentro ofensivo,,,,Ligue 1,Olympique de Marsella,Ucrania,20.0,29.0
Ruslan Malinovskyi,2.0,0.0,0.0,1.0,2.0,3.0,Mediocentro ofensivo,,,,Serie A,Atalanta de Bérgamo,Ucrania,15.0,29.0
Arnaud Nordin,4.0,0.0,0.0,9.0,5.0,14.0,Extremo derecho,,,,Ligue 1,Montpellier HSC,Francia,36.0,24.0
Lucas Perrin,4.0,0.0,0.0,0.0,1.0,1.0,Defensa central,,,,Ligue 1,Racing Club de Estrasburgo,Francia,26.0,24.0
Marco Bizot,4.0,0.0,0.0,,,,Portero,,,,Ligue 1,Stade Brestois 29,Países Bajos,37.0,
Romain Salin,1.0,1.0,0.0,,,,Portero,,,,Ligue 1,Stade Rennais FC,Francia,0.0,
Himad Abdelli,3.0,0.0,0.0,2.0,2.0,4.0,Mediocentro ofensivo,,,,Ligue 1,Angers SCO,Argelia,30.0,23.0
Ronaël Pierre-Gabriel,3.0,0.0,0.0,1.0,0.0,1.0,Lateral derecho,,,,Ligue 1,Racing Club de Estrasburgo,Francia,14.0,24.0
Ronaël Pierre-Gabriel,0.0,1.0,0.0,1.0,0.0,1.0,Lateral derecho,,,,LaLiga,RCD Espanyol,Francia,8.0,24.0
Kristian Pedersen,1.0,0.0,0.0,,,,Lateral izquierdo,,,,Bundesliga,FC Colonia,Dinamarca,6.0,
Thorgan Hazard,1.0,0.0,0.0,,,,Extremo izquierdo,,,,Bundesliga,Borussia Dortmund,Bélgica,14.0,
Moritz Broschinski,1.0,0.0,0.0,2.0,0.0,2.0,Delantero centro,,,,Bundesliga,VfL Bochum,Alemania,11.0,22.0
Angelo Stiller,1.0,0.0,0.0,1.0,1.0,2.0,Pivote,VfB Stuttgart,Bundesliga,14.0,Bundesliga,TSG 1899 Hoffenheim,Alemania,20.0,22.0
Filip Kostic,1.0,0.0,0.0,3.0,8.0,11.0,Interior izquierdo,,,,Bundesliga,Eintracht Fráncfort​​,Serbia,1.0,30.0
Josip Stanisic,1.0,0.0,0.0,,,,Lateral derecho,,,,Bundesliga,Bayern Múnich,Croacia,14.0,
Jamie Leweling,1.0,0.0,0.0,1.0,1.0,2.0,Extremo derecho,,,,Bundesliga,1.FC Unión Berlín,Alemania,16.0,22.0
Florian Flick,1.0,0.0,0.0,,,,Pivote,,,,Bundesliga,FC Schalke 04,Alemania,8.0,
Jamie Bynoe-Gittens,1.0,0.0,0.0,3.0,1.0,4.0,Extremo izquierdo,Borussia Dortmund,Bundesliga,28.0,Bundesliga,Borussia Dortmund,Inglaterra,15.0,18.0
Lucas Hernández,1.0,0.0,0.0,,,,Lateral izquierdo,París Saint-Germain FC,Ligue 1,45.0,Bundesliga,Bayern Múnich,Francia,7.0,27.0
Sven Ulreich,1.0,0.0,0.0,,,,Portero,,,,Bundesliga,Bayern Múnich,Alemania,3.0,
Lucas Tousart,1.0,0.0,0.0,5.0,3.0,8.0,Pivote,,,,Bundesliga,Hertha Berlín,Francia,33.0,26.0
Sébastien Haller,1.0,0.0,0.0,9.0,5.0,14.0,Delantero centro,Borussia Dortmund,Bundesliga,18.0,Bundesliga,Borussia Dortmund,Costa de Marfil,19.0,28.0
Jiri Pavlenka,1.0,0.0,0.0,,,,Portero,,,,Bundesliga,SV Werder Bremen,República Checa,33.0,
Charles Aránguiz,1.0,0.0,0.0,1.0,0.0,1.0,Mediocentro,,,,Bundesliga,Bayer 04 Leverkusen,Chile,10.0,33.0
Clinton Mola,1.0,0.0,0.0,,,,Lateral izquierdo,,,,Bundesliga,VfB Stuttgart,Inglaterra,1.0,
Daley Sinkgraven,1.0,0.0,0.0,0.0,2.0,2.0,Lateral izquierdo,,,,Bundesliga,Bayer 04 Leverkusen,Países Bajos,12.0,27.0
Mathias Olesen,1.0,0.0,0.0,,,,Mediocentro,,,,Bundesliga,FC Colonia,Luxemburgo,14.0,
Henning Matriciani,1.0,0.0,0.0,,,,Lateral derecho,,,,Bundesliga,FC Schalke 04,Alemania,22.0,
Miloš Pantović,1.0,0.0,0.0,,,,Mediocentro ofensivo,,,,Bundesliga,1.FC Unión Berlín,Serbia,13.0,
Robert Skov,1.0,0.0,0.0,3.0,2.0,5.0,Interior izquierdo,,,,Bundesliga,TSG 1899 Hoffenheim,Dinamarca,23.0,27.0
Tobias Sippel,1.0,0.0,0.0,,,,Portero,,,,Bundesliga,Borussia Mönchengladbach,Alemania,6.0,
Diadié Samassékou,1.0,0.0,0.0,,,,Pivote,,,,Bundesliga,TSG 1899 Hoffenheim,Malí,2.0,
Nils Petersen,1.0,0.0,0.0,,,,Delantero centro,,,,Bundesliga,SC Friburgo,Alemania,27.0,
Jannes Horn,1.0,0.0,0.0,,,,Lateral izquierdo,,,,Bundesliga,VfL Bochum,Alemania,2.0,
Takuma Asano,1.0,0.0,0.0,3.0,2.0,5.0,Extremo derecho,,,,Bundesliga,VfL Bochum,Japón,25.0,28.0
Nikola Soldo,1.0,0.0,0.0,,,,Defensa central,,,,Bundesliga,FC Colonia,Croacia,7.0,
Paxten Aaronson,1.0,0.0,0.0,0.0,1.0,1.0,Mediocentro ofensivo,,,,Bundesliga,Eintracht Fráncfort​​,Estados Unidos,7.0,19.0
Aymen Barkok,1.0,0.0,0.0,,,,Mediocentro ofensivo,,,,Bundesliga,1.FSV Mainz 05,Marruecos,23.0,
André Hahn,1.0,0.0,0.0,2.0,1.0,3.0,Extremo derecho,,,,Bundesliga,FC Augsburgo,Alemania,7.0,32.0
Timothy Fosu-Mensah,1.0,0.0,0.0,,,,Lateral derecho,,,,Bundesliga,Bayer 04 Leverkusen,Países Bajos,11.0,
Lameck Banda,6.0,0.0,0.0,2.0,1.0,3.0,Extremo izquierdo,,,,Serie A,US Lecce,Zambia,36.0,22.0
Mattia Caldara,6.0,0.0,0.0,,,,Defensa central,,,,Serie A,Spezia,Italia,20.0,
Manolo Gabbiadini,6.0,0.0,0.0,7.0,3.0,10.0,Delantero centro,,,,Serie A,UC Sampdoria,Italia,35.0,31.0
Bremer,6.0,0.0,0.0,4.0,1.0,5.0,Defensa central,Juventus de Turín,Serie A,50.0,Serie A,Juventus de Turín,Brasil,30.0,26.0
Lucas Martínez Quarta,6.0,0.0,0.0,1.0,1.0,2.0,Defensa central,Fiorentina,Serie A,14.0,Serie A,Fiorentina,Argentina,27.0,27.0
